cod_produtor,cod_regional,log_ativo_x,estrutura_fat,cdn_repres_x,estrutura_area,vlr_realizado_fat,safra,vlr_potencial_rec,vlr_potencial_fat,vlr_realizado_rec,perc_area_prop,perc_faturamento,perc_recebimento,area_cult_prop,area_cult_tot,grupo_produtor,estrutura_rec,area_com_mat,estrutura_geral,vlr_realizado_geral_rec,vlr_potencial_geral_rec,vlr_preco_medio_sc,perc_geral,data_atu,usuario_atu,hora_atu,estrutura_margem,Unnamed: 0,cod_empresa,num_aval1,num_aval2,cod_estabel,dt_inscricao,descendencia,l_cpf,l_rg,l_foto,l_formulario,l_declaracao,l_procuracao,estrutura,sexo,Bloqueado,log_desc_contratos,log_ativo_y,mot_ativo,cdn_repres_y,ult_usuario,dat_usuario,usu-alteracao,hora-alteracao,log_emite_receita,ind-referencia,ind-cheque,ind-protesto,ind-forum,ind-safras-ant,ind-observacao,origem,empresa_fisco,log_envia_palm,dt-serasa,nome-emit,cpf,nome-abrev,cdn_grupo_cliente,tipo_produtor,tipo_retencao_inss,safra_crm,log_crm,dat_emis_id_estad,dt_implant_ini,cliente_novo,dt_ult_movto,safra_ult_movto,situacao,cliente_foco,log_ativo_pa,log_cliente_pet,cod_rep_secundario,apl_classif_produtor,apl_optou_declaracao,apl_dt_valid_classif,log_coop_imovel_proprio,apl_impr_assinada,dt_demissao,log_int_camposdealer,cod_transp,nome_transp,log_participante_bayer,log_produtor_dap,log_cooperativa,dt_validade_dap
50002,2,1,E,2100,,53.0,2013/2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50002,E,0.0,E,0.0,0.0,0.0,0.0,2019-03-18,CRM3024,10:33:07,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,0,E,2100,E,0.0,2014/2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50002,E,345.71,E,0.0,0.0,0.0,0.0,2019-03-18,CRM3024,10:05:14,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,1,E,2100,,0.0,2014/2015,0.0,0.0,19.18,0.0,0.0,0.0,0.0,0.0,50002,E,0.0,E,411.41,0.0,0.0,0.0,2019-03-18,CRM3024,09:55:24,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,0,E,2100,E,0.0,2015/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50002,E,345.71,E,0.0,0.0,0.0,0.0,2019-03-18,CRM3024,09:37:29,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,1,E,2100,,946.73,2015/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50002,E,0.0,E,0.0,0.0,0.0,0.0,2019-03-18,CRM3024,09:25:34,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,1,E,2100,,1317.0,2016/2016,0.0,0.0,18.85,0.0,0.0,0.0,0.0,0.0,50002,E,0.0,E,622.99,0.0,0.0,0.0,2019-03-18,CRM3024,08:52:00,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,0,E,2100,E,0.0,2016/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50002,E,345.71,E,0.0,0.0,0.0,0.0,2019-03-18,CRM3024,08:38:07,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,1,E,2100,,6466.43,2017/2017,0.0,0.0,16.95,0.0,0.0,0.0,0.0,0.0,50002,E,0.0,E,9533.19,0.0,0.0,0.0,2019-03-15,CRM3024,17:12:16,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,1,E,2100,,0.0,2017/2018,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,50002,E,0.0,E,563.74,0.0,0.0,0.0,2019-03-15,CRM3024,16:58:37,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,1,E,2100,,0.0,2018/2018,0.0,0.0,310.5,0.0,0.0,0.0,0.0,0.0,50002,E,0.0,E,100649.83,0.0,0.0,0.0,2019-03-15,CRM3024,16:40:21,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,1,E,2100,,0.0,2018/2019,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,50002,E,0.0,E,0.0,0.0,0.0,0.0,2019-03-15,CRM3024,09:38:22,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,0,E,2100,E,1861.59,2019/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50002,E,345.71,XX,0.0,0.0,0.0,0.0,2021-03-01,01-hugo,15:32:50,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50002,2,0,E,2100,E,150.07,2020/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50002,E,345.71,XX,0.0,0.0,0.0,0.0,2021-03-03,01-hugo,09:58:48,,12698,1,0,0,2,1999-12-07,,False,False,False,False,False,False,Grande2,1,False,False,True,,2000,,(null),01-cordeiro,12/02/24 - 13:59,True,BO,False,False,False,False,,D,N,True,(null),João Pedro da Paz,10451702882,Lorena Lima,50002,,1,"2019/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998,2018/2019,2019/2020,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2024/2025,2024/2024,2025/2025",True,(null),1999-12-07,False,2023-12-19,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50002,Luna da Conceição,True,False,True,(null)
50040,2,0,E,40008,E,1586.0,2019/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50001,E,0.0,XX,0.0,0.0,0.0,0.0,2021-03-01,01-hugo,15:32:50,,12736,1,0,0,2,2001-11-29,,True,True,True,True,True,True,Mini,1,False,False,True,,40008,,(null),01-nayra,12/02/24 - 14:12,True,BO,False,False,False,False,,D,N,False,(null),Theo Souza,88663717504,Carolina Freitas,50001,,1,"2020/2020,2019/2020,2014/2014,2013/2014,2013/2013,2012/2013,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",True,(null),2001-11-29,False,2023-11-23,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50040,Eduardo da Mota,True,False,True,(null)
50040,2,1,E,40008,,0.0,2020/2020,0.0,0.0,36.55,0.0,0.0,0.0,0.0,0.0,50001,E,0.0,XX,0.0,0.0,0.0,0.0,2020-12-04,01-hugo,17:51:43,,12736,1,0,0,2,2001-11-29,,True,True,True,True,True,True,Mini,1,False,False,True,,40008,,(null),01-nayra,12/02/24 - 14:12,True,BO,False,False,False,False,,D,N,False,(null),Theo Souza,88663717504,Carolina Freitas,50001,,1,"2020/2020,2019/2020,2014/2014,2013/2014,2013/2013,2012/2013,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",True,(null),2001-11-29,False,2023-11-23,2023/2024,Ativo,False,False,False,0,0.0,False,(null),True,False,(null),True,50040,Eduardo da Mota,True,False,True,(null)
50861,2,0,E,2011,,270.0,2015/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718,E,0.0,E,0.0,0.0,0.0,0.0,2019-03-18,CRM3024,09:37:29,,12942,1,0,0,2,1999-11-01,,False,False,False,False,False,False,Pequeno,1,True,False,False,COOP 10088,2011,01-montes,2020-10-08,01-montes,08/10/20 - 10:26,False,BO,False,False,False,False,,D,N,False,(null),Augusto da Mota,95997153293,Bruna Jesus,1718,PRMED,1,"2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014",True,(null),1999-11-01,False,2010-08-11,2010/2010,Inativo,False,False,False,0,0.0,True,9999-12-31,True,False,2017-02-24,True,13032,Lucca da Luz,False,False,False,(null)
50861,2,0,,2011,E,0.0,2016/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10088,,0.0,E,0.0,0.0,0.0,0.0,2019-03-18,CRM3024,08:52:01,,12942,1,0,0,2,1999-11-01,,False,False,False,False,False,False,Pequeno,1,True,False,False,COOP 10088,2011,01-montes,2020-10-08,01-montes,08/10/20 - 10:26,False,BO,False,False,False,False,,D,N,False,(null),Augusto da Mota,95997153293,Bruna Jesus,1718,PRMED,1,"2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014",True,(null),1999-11-01,False,2010-08-11,2010/2010,Inativo,False,False,False,0,0.0,True,9999-12-31,True,False,2017-02-24,True,13032,Lucca da Luz,False,False,False,(null)
50861,2,0,,2011,,0.0,2016/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718,,0.0,E,0.0,0.0,0.0,0.0,2019-03-18,CRM3024,08:38:08,,12942,1,0,0,2,1999-11-01,,False,False,False,False,False,False,Pequeno,1,True,False,False,COOP 10088,2011,01-montes,2020-10-08,01-montes,08/10/20 - 10:26,False,BO,False,False,False,False,,D,N,False,(null),Augusto da Mota,95997153293,Bruna Jesus,1718,PRMED,1,"2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014",True,(null),1999-11-01,False,2010-08-11,2010/2010,Inativo,False,False,False,0,0.0,True,9999-12-31,True,False,2017-02-24,True,13032,Lucca da Luz,False,False,False,(null)
50861,2,0,,2011,E,0.0,2017/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10088,,0.0,E,0.0,0.0,0.0,0.0,2019-03-15,CRM3024,17:12:17,,12942,1,0,0,2,1999-11-01,,False,False,False,False,False,False,Pequeno,1,True,False,False,COOP 10088,2011,01-montes,2020-10-08,01-montes,08/10/20 - 10:26,False,BO,False,False,False,False,,D,N,False,(null),Augusto da Mota,95997153293,Bruna Jesus,1718,PRMED,1,"2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014",True,(null),1999-11-01,False,2010-08-11,2010/2010,Inativo,False,False,False,0,0.0,True,9999-12-31,True,False,2017-02-24,True,13032,Lucca da Luz,False,False,False,(null)
50861,2,0,,2011,,0.0,2017/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718,,0.0,E,0.0,0.0,0.0,0.0,2019-03-15,CRM3024,16:58:38,,12942,1,0,0,2,1999-11-01,,False,False,False,False,False,False,Pequeno,1,True,False,False,COOP 10088,2011,01-montes,2020-10-08,01-montes,08/10/20 - 10:26,False,BO,False,False,False,False,,D,N,False,(null),Augusto da Mota,95997153293,Bruna Jesus,1718,PRMED,1,"2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014",True,(null),1999-11-01,False,2010-08-11,2010/2010,Inativo,False,False,False,0,0.0,True,9999-12-31,True,False,2017-02-24,True,13032,Lucca da Luz,False,False,False,(null)
50861,2,0,,2011,E,0.0,2018/2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10088,,0.0,E,0.0,0.0,0.0,0.0,2019-03-15,CRM3024,16:40:22,,12942,1,0,0,2,1999-11-01,,False,False,False,False,False,False,Pequeno,1,True,False,False,COOP 10088,2011,01-montes,2020-10-08,01-montes,08/10/20 - 10:26,False,BO,False,False,False,False,,D,N,False,(null),Augusto da Mota,95997153293,Bruna Jesus,1718,PRMED,1,"2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014",True,(null),1999-11-01,False,2010-08-11,2010/2010,Inativo,False,False,False,0,0.0,True,9999-12-31,True,False,2017-02-24,True,13032,Lucca da Luz,False,False,False,(null)
50861,2,0,,2011,E,0.0,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10088,,0.0,E,0.0,0.0,0.0,0.0,2019-03-15,CRM3024,09:38:23,,12942,1,0,0,2,1999-11-01,,False,False,False,False,False,False,Pequeno,1,True,False,False,COOP 10088,2011,01-montes,2020-10-08,01-montes,08/10/20 - 10:26,False,BO,False,False,False,False,,D,N,False,(null),Augusto da Mota,95997153293,Bruna Jesus,1718,PRMED,1,"2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014",True,(null),1999-11-01,False,2010-08-11,2010/2010,Inativo,False,False,False,0,0.0,True,9999-12-31,True,False,2017-02-24,True,13032,Lucca da Luz,False,False,False,(null)
50863,2,0,,2030,E,0.0,2016/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010,,0.0,E,0.0,0.0,0.0,0.0,2019-03-18,CRM3024,08:52:01,,12944,1,0,0,2,2001-06-15,,False,False,False,False,False,False,Nenhum,1,True,False,False,TORNOU-SE COOPERADO,0,,(null),,,False,SI,False,False,False,False,,D,N,False,(null),Noah Lima,831487607,Elisa Lima,0,,1,,False,(null),1999-11-01,False,(null),,Inativo,False,False,False,0,1.0,True,9999-12-31,True,False,(null),True,71740,Diego Silva,False,False,False,(null)
50863,2,0,,2030,E,0.0,2016/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010,,0.0,E,0.0,0.0,0.0,0.0,2019-03-18,CRM3024,08:38:08,,12944,1,0,0,2,2001-06-15,,False,False,False,False,False,False,Nenhum,1,True,False,False,TORNOU-SE COOPERADO,0,,(null),,,False,SI,False,False,False,False,,D,N,False,(null),Noah Lima,831487607,Elisa Lima,0,,1,,False,(null),1999-11-01,False,(null),,Inativo,False,False,False,0,1.0,True,9999-12-31,True,False,(null),True,71740,Diego Silva,False,False,False,(null)
50863,2,0,,2030,E,0.0,2017/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010,,0.0,E,0.0,0.0,0.0,0.0,2019-03-15,CRM3024,17:12:17,,12944,1,0,0,2,2001-06-15,,False,False,False,False,False,False,Nenhum,1,True,False,False,TORNOU-SE COOPERADO,0,,(null),,,False,SI,False,False,False,False,,D,N,False,(null),Noah Lima,831487607,Elisa Lima,0,,1,,False,(null),1999-11-01,False,(null),,Inativo,False,False,False,0,1.0,True,9999-12-31,True,False,(null),True,71740,Diego Silva,False,False,False,(null)
